description,amount,direction,source_category,budget_category,merchant,merchant_seen_in_training
[debit] SQ *HERTZ RENT A CAR COLUMBUS OH,926.79,debit,Travel,Transportation,HERTZ RENT A CAR,True
[debit] PURCHASE GOOGLE FIBER AUSTIN TXUS,197.7,debit,Utilities,Bills & Housing,GOOGLE FIBER,True
[debit] NYTIMES DIGITAL DES:DIRECT DEP ID:XHF8CWSXWE INDN:CARDHOLDER,54.19,debit,Subscriptions,Entertainment,NYTIMES DIGITAL,True
[debit] SWEETGREEN WEST LAFAYETTE IN,59.18,debit,Dining,Food & Drink,SWEETGREEN,True
[debit] SQ *ZELLE PAYMENT DENVER CO,308.35,debit,Transfer,Transfers & Fees,ZELLE PAYMENT,True
[debit] WILLOW CREEK APTS*5UYNTAHD5U,1018.94,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] ATM SURCHARGE 1RWL,6.19,debit,Fees,Transfers & Fees,ATM SURCHARGE,True
[debit] SQ *COINBASE TRANSFER CHICAGO IL,250.95,debit,Transfer,Transfers & Fees,COINBASE TRANSFER,True
[debit] LATE PAYMENT FEE ZA4F,15.42,debit,Fees,Transfers & Fees,LATE PAYMENT FEE,True
[debit] WALGREENS*MDSEYWL9,290.17,debit,Shopping,Shopping,WALGREENS,True
[debit] PURCHASE VENMO CASHOUT AUSTIN TXUS,466.05,debit,Transfer,Transfers & Fees,VENMO CASHOUT,True
[credit] ZELLE PAYMENT*USK7A282,3801.8,credit,Income,Income,ZELLE PAYMENT,True
[debit] PURCHASE TARGET AUSTIN TXUS,295.02,debit,Shopping,Shopping,TARGET,True
[debit] HILTON GARDEN INN #5834 AUSTIN TX,556.81,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] PURCHASE HULU BROOKLYN NYUS,26.15,debit,Subscriptions,Entertainment,HULU,True
[debit] NIPSCO DES:DEPOSIT ID:LYFHFYZ3XM INDN:CARDHOLDER,285.78,debit,Utilities,Bills & Housing,NIPSCO,True
[credit] PURCHASE VA BENEFITS ATLANTA GAUS,1377.01,credit,Income,Income,VA BENEFITS,True
[debit] STRAVA SUBSCRIPTION DES:DIRECT DEP ID:202FCD5KTZ INDN:CARDHOLDER,58.88,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] POS DEBIT SCOOTERS COFFEE 10LYGJ,10.6,debit,Coffee,Food & Drink,SCOOTERS COFFEE,True
[debit] TICKETMASTER*G07GUWEK,125.66,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] REDSTONE PROPERTIES DES:ACH PMT ID:Y0AUQKBHNC INDN:CARDHOLDER,2256.95,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] REGAL CINEMAS #5641 BROOKLYN NY,91.24,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] POS DEBIT LA FITNESS MRRFJL,40.33,debit,Fitness,Health & Wellness,LA FITNESS,True
[credit] STRIPE TRANSFER DES:DEPOSIT ID:VUHKBVNFBR INDN:CARDHOLDER,4163.51,credit,Income,Income,STRIPE TRANSFER,True
[debit] GOOGLE FIBER DES:DEPOSIT ID:DN23H62Z88 INDN:CARDHOLDER,90.01,debit,Utilities,Bills & Housing,GOOGLE FIBER,True
[debit] POS DEBIT SQ *BLUE BOTTLE J8WW01,3.41,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] DAVE AND BUSTERS*RH9L2P6SE,11.2,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] APPLE CASH TRANSFER*W9MRDRCH9,701.63,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] TIM HORTONS*VEZ4YZU3M,14.64,debit,Coffee,Food & Drink,TIM HORTONS,True
[debit] POS DEBIT ONLINE XFER TO SAV VKN6SN,580.63,debit,Transfer,Transfers & Fees,ONLINE XFER TO SAV,True
[debit] ADOBE INC NASHVILLE TN,51.5,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] COURSERA INC DES:DEPOSIT ID:J5QJP542QL INDN:CARDHOLDER,1354.34,debit,Education,Bills & Housing,COURSERA INC,True
[debit] WINGSTOP*VFV5M03G,29.0,debit,Dining,Food & Drink,WINGSTOP,True
[debit] WALGREENS*24EBC4,372.66,debit,Shopping,Shopping,WALGREENS,True
[debit] PARKMOBILE*FSSQAHA0,41.92,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] SPEEDWAY #1059 ATLANTA GA,32.78,debit,Gas,Transportation,SPEEDWAY,True
[debit] APPLE.COM/BILL*BV7CS2TXWY,20.56,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[credit] DOORDASH DRIVER PAY DES:PAYMENT ID:0XRNRFMF2E INDN:CARDHOLDER,197.71,credit,Income,Income,DOORDASH DRIVER PAY,True
[debit] EDX INC DES:PAYMENT ID:8RLNKQXF20 INDN:CARDHOLDER,1464.46,debit,Education,Bills & Housing,EDX INC,True
[debit] SQ *SWEETGREEN BROOKLYN NY,81.32,debit,Dining,Food & Drink,SWEETGREEN,True
[debit] SQ *VIENNA ESPRESSO #3414 COLUMBUS OH,18.84,debit,Coffee,Food & Drink,SQ *VIENNA ESPRESSO,True
[credit] UPWORK ESCROW DES:DIRECT DEP ID:GSDTUCR09T INDN:CARDHOLDER,2653.69,credit,Income,Income,UPWORK ESCROW,True
[debit] UNITED AIRLINES #3455 COLUMBUS OH,618.33,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] SQ *MTA VENDING MACH NASHVILLE TN,44.34,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] POS DEBIT EDX INC FMXWXM,909.65,debit,Education,Bills & Housing,EDX INC,True
[debit] GOOGLE FIBER*4AS8QFMB0C,128.31,debit,Utilities,Bills & Housing,GOOGLE FIBER,True
[debit] BARNES NOBLE COLLEG DES:DEPOSIT ID:X0G4FLPL7P INDN:CARDHOLDER,917.22,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] REDSTONE PROPERTIES DES:DIRECT DEP ID:JB2MTB5L5U INDN:CARDHOLDER,1074.19,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[debit] PELOTON MEMBERSHIP DES:BILLPAY ID:TSGYXG56TR INDN:CARDHOLDER,75.95,debit,Fitness,Health & Wellness,PELOTON MEMBERSHIP,True
[debit] PURCHASE PAYPAL INST XFER ATLANTA GAUS,728.72,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] POS DEBIT SAMS CLUB DV7YEW,39.27,debit,Groceries,Food & Drink,SAMS CLUB,True
[credit] POS DEBIT VA BENEFITS 0T62P1,3959.1,credit,Income,Income,VA BENEFITS,True
[debit] SCOOTERS COFFEE BROOKLYN NY,18.54,debit,Coffee,Food & Drink,SCOOTERS COFFEE,True
[debit] POS DEBIT WILLOW CREEK APTS 7VP9K3,1864.58,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] MCGRAW HILL*R115ERVCZC,910.11,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] BARNES NOBLE COLLEG DES:BILLPAY ID:LHQGQC5E2Y INDN:CARDHOLDER,1444.96,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[credit] PURCHASE NIPSCO SEATTLE WAUS,180.26,credit,Utilities,Bills & Housing,NIPSCO,True
[debit] POS DEBIT WAWA XP1G0U,75.76,debit,Gas,Transportation,WAWA,True
[debit] SPOTHERO NASHVILLE TN,4.09,debit,Rideshare,Transportation,SPOTHERO,True
[debit] LIME RIDE SAN FRANCISCO CA,20.32,debit,Rideshare,Transportation,LIME RIDE,True
[debit] BARNES NOBLE COLLEG DES:ACH PMT ID:ZWXFSDNS7U INDN:CARDHOLDER,97.56,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] REPUBLIC SERVICES DES:PAYMENT ID:53TM3GV9EB INDN:CARDHOLDER,74.67,debit,Utilities,Bills & Housing,REPUBLIC SERVICES,True
[debit] ORANGETHEORY DES:PAYMENT ID:SHPJ6BVRG4 INDN:CARDHOLDER,116.4,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] QUIKTRIP #2621 AUSTIN TX,41.08,debit,Gas,Transportation,QUIKTRIP,True
[debit] POS DEBIT WALGREENS TPTF9S,175.39,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] DOORDASH PHOENIX AZ,39.94,debit,Dining,Food & Drink,DOORDASH,True
[debit] SQ *AMC ONLINE COLUMBUS OH,9.17,debit,Entertainment,Entertainment,AMC ONLINE,True
[debit] PURCHASE OLIVE GARDEN COLUMBUS OHUS,20.57,debit,Dining,Food & Drink,OLIVE GARDEN,True
[debit] TOPGOLF #9030 INDIANAPOLIS IN,11.48,debit,Entertainment,Entertainment,TOPGOLF,True
[credit] CASH APP TRANSFER DES:ACH PMT ID:F9MWUHYFY1 INDN:CARDHOLDER,2420.49,credit,Income,Income,CASH APP TRANSFER,True
[debit] COSTCO WHSE #2854 SAN FRANCISCO CA,158.65,debit,Groceries,Food & Drink,COSTCO WHSE,True
[debit] WALMART SUPERCENTER #2825 SEATTLE WA,17.56,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] POS DEBIT SAMS CLUB 3XZ5Z4,134.65,debit,Shopping,Shopping,SAMS CLUB,True
[debit] MARRIOTT HOTELS*YX6CLJ8BF5,1136.46,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] SCOOTERS COFFEE*6P9TGRL,3.53,debit,Coffee,Food & Drink,SCOOTERS COFFEE,True
[credit] SQ *SAMS CLUB AUSTIN TX,319.95,credit,Shopping,Shopping,SAMS CLUB,True
[debit] PURCHASE DATACAMP ATLANTA GAUS,380.49,debit,Education,Bills & Housing,DATACAMP,True
[debit] WALMART SUPERCENTER #258 NASHVILLE TN,97.25,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] POS DEBIT REGAL CINEMAS 1X4UD0,69.28,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] EXPEDIA #4142 PHOENIX AZ,1105.66,debit,Travel,Transportation,EXPEDIA,True
[debit] PURCHASE NOODLES AND CO AUSTIN TXUS,75.6,debit,Dining,Food & Drink,NOODLES AND CO,True
[debit] SQ *VIENNA ESPRESSO #7241 BROOKLYN NY,16.79,debit,Coffee,Food & Drink,SQ *VIENNA ESPRESSO,True
[debit] OVERDRAFT FEE UWQV,12.93,debit,Fees,Transfers & Fees,OVERDRAFT FEE,True
[debit] HERTZ RENT A CAR CHICAGO IL,334.69,debit,Travel,Transportation,HERTZ RENT A CAR,True
[debit] PAYPAL INST XFER*F46RYLKX,585.17,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] AMAZON MKTPL #2013 ATLANTA GA,174.29,debit,Shopping,Shopping,AMAZON MKTPL,True
[debit] PURCHASE TST* THE BLUE DOOR SEATTLE WAUS,51.07,debit,Dining,Food & Drink,TST* THE BLUE DOOR,True
[debit] PURDUE UNIVERSITY DES:ACH PMT ID:T5R8DMYVST INDN:CARDHOLDER,1507.35,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[debit] LIVE NATION #1211 SAN FRANCISCO CA,65.05,debit,Entertainment,Entertainment,LIVE NATION,True
[debit] CHIPOTLE PHOENIX AZ,50.58,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] TICKETMASTER*3KLKYYN,17.78,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] STOP PAYMENT FEE E7KY,28.33,debit,Fees,Transfers & Fees,STOP PAYMENT FEE,True
[debit] AT&T MOBILITY DES:DEPOSIT ID:DKB9UJ5QYG INDN:CARDHOLDER,196.2,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] HILTON GARDEN INN #5952 BROOKLYN NY,63.17,debit,Travel,Transportation,HILTON GARDEN INN,True
[debit] REGAL CINEMAS #3873 AUSTIN TX,143.64,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] POS DEBIT PROGRESS RESIDENTIAL 8JDU9H,802.19,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] THE LODGE APTS WEST LAFAYETTE IN,1878.15,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] SQ *LUMINARY BAKERY #4259 SEATTLE WA,2.92,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[debit] GREYSTAR PROPERTY DES:DIRECT DEP ID:3PV9ZXADKR INDN:CARDHOLDER,1903.22,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] PAYPAL INST XFER CHICAGO IL,326.97,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] APPLE.COM/BILL DES:ACH PMT ID:N5F7JCHWQR INDN:CARDHOLDER,22.69,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] SCOOTERS COFFEE*9YNU2ZX6,12.79,debit,Coffee,Food & Drink,SCOOTERS COFFEE,True
[debit] POS DEBIT NIPSCO XTAN70,33.97,debit,Utilities,Bills & Housing,NIPSCO,True
[debit] PURCHASE CASH APP TRANSFER PHOENIX AZUS,272.96,debit,Transfer,Transfers & Fees,CASH APP TRANSFER,True
[credit] BEST BUY*LP501LH,263.09,credit,Shopping,Shopping,BEST BUY,True
[debit] WILLOW CREEK APTS WEST LAFAYETTE IN,1611.48,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] PURDUE UNIVERSITY DES:BILLPAY ID:ET8HWJHR9D INDN:CARDHOLDER,194.87,debit,Education,Bills & Housing,PURDUE UNIVERSITY,True
[debit] VENMO CASHOUT*SCD2VF58B,392.16,debit,Transfer,Transfers & Fees,VENMO CASHOUT,True
[debit] TIM HORTONS #1545 NASHVILLE TN,18.94,debit,Coffee,Food & Drink,TIM HORTONS,True
[credit] WINGSTOP*D5473ELB4D,79.25,credit,Dining,Food & Drink,WINGSTOP,True
[debit] TICKETMASTER*ZZYDYGF5,27.89,debit,Entertainment,Entertainment,TICKETMASTER,True
[credit] IRS TREAS 310 TAX REF AUSTIN TX,2366.32,credit,Income,Income,IRS TREAS 310 TAX REF,True
[debit] APPLE.COM/BILL*5SFW63GT,48.97,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] POS DEBIT DAVE AND BUSTERS MLMSMT,105.95,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] POS DEBIT HERTZ RENT A CAR 4ZEN69,150.31,debit,Travel,Transportation,HERTZ RENT A CAR,True
[debit] ANYTIME FITNESS DES:DEPOSIT ID:BM8CHQRJ69 INDN:CARDHOLDER,79.4,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] PURCHASE BP PRODUCTS SAN FRANCISCO CAUS,62.08,debit,Gas,Transportation,BP PRODUCTS,True
[debit] SQ *BIRD RIDES ATLANTA GA,23.32,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] TICKETMASTER #3153 COLUMBUS OH,24.78,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] ANYTIME FITNESS DES:BILLPAY ID:AC1WHG38AQ INDN:CARDHOLDER,156.91,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] POS DEBIT OPENAI CHATGPT SUB WTQX5G,52.3,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] THE LODGE APTS DES:ACH PMT ID:HPGMPMMQV7 INDN:CARDHOLDER,2322.5,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] PURCHASE BIRD RIDES CHICAGO ILUS,36.03,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] SQ *LIVE NATION BROOKLYN NY,161.83,debit,Entertainment,Entertainment,LIVE NATION,True
[debit] PURCHASE TOPGOLF AUSTIN TXUS,106.0,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] POS DEBIT ZOCDOC VTLEBL,133.82,debit,Healthcare,Health & Wellness,ZOCDOC,True
[debit] SQ *ZELLE PAYMENT SAN FRANCI CA,63.65,debit,Transfer,Transfers & Fees,ZELLE PAYMENT,True
[debit] POS DEBIT SAMS CLUB 6ZW7T7,162.38,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] ZOCDOC #1872 NASHVILLE TN,50.14,debit,Healthcare,Health & Wellness,ZOCDOC,True
[debit] LYFT RIDE #1685 ATLANTA GA,9.96,debit,Rideshare,Transportation,LYFT RIDE,True
[debit] POS DEBIT MTA VENDING MACH 5QJLY4,30.98,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] PLANET FITNESS DES:PAYMENT ID:68722PVMQN INDN:CARDHOLDER,136.02,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] ANYTIME FITNESS SEATTLE WA,57.17,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] UDEMY DES:ACH PMT ID:6AHR1QYL76 INDN:CARDHOLDER,1642.84,debit,Education,Bills & Housing,UDEMY,True
[debit] PLANET FITNESS*6S6V36R92,134.99,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] PURCHASE CARIBOU COFFEE AUSTIN TXUS,9.81,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[debit] PURCHASE MARATHON PETRO INDIANAPOLIS INUS,76.62,debit,Gas,Transportation,MARATHON PETRO,True
[debit] BARNES NOBLE COLLEG DENVER CO,845.14,debit,Education,Bills & Housing,BARNES NOBLE COLLEG,True
[debit] APPLE.COM/BILL #4635 COLUMBUS OH,295.16,debit,Shopping,Shopping,APPLE.COM/BILL,True
[debit] MCGRAW HILL DES:PAYMENT ID:USARN0KEXJ INDN:CARDHOLDER,755.16,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] THE LODGE APTS*V6A863P8T,1972.51,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] POS DEBIT LA FITNESS TS9C3N,77.07,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] WALGREENS AUSTIN TX,404.99,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] AT&T MOBILITY*P6N0QDGYM6,225.15,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] POS DEBIT GITHUB INC VV8HB1,51.54,debit,Subscriptions,Entertainment,GITHUB INC,True
[debit] PURCHASE RAISING CANES CHICAGO ILUS,31.45,debit,Dining,Food & Drink,RAISING CANES,True
[debit] ALASKA AIR BROOKLYN NY,423.22,debit,Travel,Transportation,ALASKA AIR,True
[credit] PANDA EXPRESS*L9SHNB,49.58,credit,Dining,Food & Drink,PANDA EXPRESS,True
[debit] DUKE ENERGY DES:PAYMENT ID:HX8DMAMPFW INDN:CARDHOLDER,287.47,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[debit] YMCA MEMBERSHIP DES:ACH PMT ID:B5NWNWNMSV INDN:CARDHOLDER,147.69,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[credit] CAMPUS CROSSING*DA3CNA79,1169.9,credit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] NIPSCO*78NJ8UW,55.08,debit,Utilities,Bills & Housing,NIPSCO,True
[debit] DOORDASH #3016 INDIANAPOLIS IN,60.0,debit,Dining,Food & Drink,DOORDASH,True
[debit] LA FITNESS DES:DIRECT DEP ID:UHKWU3AGPR INDN:CARDHOLDER,85.52,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] HULU*B5GZQQHE,52.54,debit,Subscriptions,Entertainment,HULU,True
[debit] STRAVA SUBSCRIPTION DES:ACH PMT ID:9M11RE465H INDN:CARDHOLDER,135.76,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] POS DEBIT UNIV BOOKSTORE YE23A8,1659.8,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[debit] EXXONMOBIL BROOKLYN NY,37.64,debit,Gas,Transportation,EXXONMOBIL,True
[debit] SQ *SPOTHERO DENVER CO,31.68,debit,Rideshare,Transportation,SPOTHERO,True
[debit] POS DEBIT WAWA U1TE8N,38.75,debit,Gas,Transportation,WAWA,True
[debit] POS DEBIT WALMART SUPERCENTER BU0Q08,192.4,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] GRUBHUB*WLULETZYF,34.24,debit,Dining,Food & Drink,GRUBHUB,True
[debit] MTA VENDING MACH #5844 AUSTIN TX,44.99,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] SQ *BOOKING.COM CHICAGO IL,676.49,debit,Travel,Transportation,BOOKING.COM,True
[debit] POS DEBIT PEETS COFFEE Y91NXX,21.07,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] POS DEBIT NYTIMES DIGITAL DP0XQY,19.91,debit,Subscriptions,Entertainment,NYTIMES DIGITAL,True
[debit] PURCHASE SQ *BLUE BOTTLE AUSTIN TXUS,2.78,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] CITY WATER WORKS*Y59N3Q2,150.87,debit,Utilities,Bills & Housing,CITY WATER WORKS,True
[debit] POS DEBIT DATACAMP G56Y0Z,481.56,debit,Education,Bills & Housing,DATACAMP,True
[debit] MARRIOTT HOTELS CHICAGO IL,292.75,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] COURSERA INC*701RTH4M,1115.19,debit,Education,Bills & Housing,COURSERA INC,True
[debit] DISNEY PLUS*HHZ75J,59.76,debit,Subscriptions,Entertainment,DISNEY PLUS,True
[credit] ETSY PAYOUT DES:ACH PMT ID:LHKCL9WRPP INDN:CARDHOLDER,1142.58,credit,Income,Income,ETSY PAYOUT,True
[debit] UNITED AIRLINES AUSTIN TX,50.35,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] ATM SURCHARGE QUH7,12.58,debit,Fees,Transfers & Fees,ATM SURCHARGE,True
[debit] ORANGETHEORY DENVER CO,63.97,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[credit] URGENT CARE PARTNRS*EA29PZ5,511.31,credit,Healthcare,Health & Wellness,URGENT CARE PARTNRS,True
[debit] SQ *CURB TAXI COLUMBUS OH,61.92,debit,Rideshare,Transportation,CURB TAXI,True
[credit] CASH APP TRANSFER*Y11K56,3188.82,credit,Income,Income,CASH APP TRANSFER,True
[debit] PURCHASE COURSERA INC ATLANTA GAUS,1205.47,debit,Education,Bills & Housing,COURSERA INC,True
[debit] PANDA EXPRESS SEATTLE WA,85.33,debit,Dining,Food & Drink,PANDA EXPRESS,True
[debit] STRAVA SUBSCRIPTION DES:PAYMENT ID:PYN4Z1R8Y0 INDN:CARDHOLDER,157.46,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] SQ *TOPGOLF WEST LAFAY IN,50.26,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] STRAVA SUBSCRIPTION DES:PAYMENT ID:ACMQ636P3B INDN:CARDHOLDER,86.98,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] SAMS CLUB #3550 CHICAGO IL,403.5,debit,Shopping,Shopping,SAMS CLUB,True
[credit] ANYTIME FITNESS DES:DEPOSIT ID:6VEL69KMLN INDN:CARDHOLDER,34.31,credit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] POS DEBIT WAYFAIR PTMVEH,41.61,debit,Shopping,Shopping,WAYFAIR,True
[debit] GITHUB INC*149SZGGQLU,32.15,debit,Subscriptions,Entertainment,GITHUB INC,True
[debit] STRAVA SUBSCRIPTION DES:ACH PMT ID:651GW6UR83 INDN:CARDHOLDER,22.64,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] MCGRAW HILL DES:ACH PMT ID:K4QS4G8BMJ INDN:CARDHOLDER,88.46,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] PURCHASE COSTCO WHSE PHOENIX AZUS,74.39,debit,Gas,Transportation,COSTCO WHSE,True
[debit] THE LODGE APTS DES:DEPOSIT ID:WVR0HL7NYY INDN:CARDHOLDER,2192.94,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] SQ *LUMINARY BAKERY BROOKLYN NY,5.7,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[credit] VENMO CASHOUT AUSTIN TX,3840.6,credit,Income,Income,VENMO CASHOUT,True
[debit] CORTLAND MGMT DES:ACH PMT ID:8UEGSZ7Z95 INDN:CARDHOLDER,1084.13,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[debit] SQ *BLUE BOTTLE #1449 COLUMBUS OH,15.97,debit,Coffee,Food & Drink,SQ *BLUE BOTTLE,True
[debit] POS DEBIT WALMART SUPERCENTER EZ63S6,162.47,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] OPENAI CHATGPT SUB DES:BILLPAY ID:D9P9FSTLLP INDN:CARDHOLDER,20.37,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] POS DEBIT DAVE AND BUSTERS P49BCT,169.22,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] PURCHASE MEIJER COLUMBUS OHUS,168.72,debit,Groceries,Food & Drink,MEIJER,True
[debit] APPLE CASH TRANSFER #2636 WEST LAFAYETTE IN,33.96,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[debit] WALGREENS*ZSAH45,202.93,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] STOP PAYMENT FEE 4LB1,22.59,debit,Fees,Transfers & Fees,STOP PAYMENT FEE,True
[debit] SAMS CLUB COLUMBUS OH,194.67,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] URGENT CARE PARTNRS*QT4XTP5TAJ,202.55,debit,Healthcare,Health & Wellness,URGENT CARE PARTNRS,True
[debit] ZOCDOC #2905 PHOENIX AZ,126.66,debit,Healthcare,Health & Wellness,ZOCDOC,True
[debit] WILLOW CREEK APTS PHOENIX AZ,1413.42,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] POS DEBIT WILLOW CREEK APTS T4FA29,755.68,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] SPEEDWAY*WYQR7Z1W,16.83,debit,Gas,Transportation,SPEEDWAY,True
[debit] CITY PARKING AUTH #103 SEATTLE WA,39.17,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] SQ *IU HEALTH SAN FRANCI CA,602.92,debit,Healthcare,Health & Wellness,IU HEALTH,True
[debit] POS DEBIT UDEMY 1XE3G2,322.29,debit,Education,Bills & Housing,UDEMY,True
[debit] DROPBOX DENVER CO,59.7,debit,Subscriptions,Entertainment,DROPBOX,True
[debit] OLIVE GARDEN*7D1V57HZ,37.43,debit,Dining,Food & Drink,OLIVE GARDEN,True
[debit] PURCHASE EXPEDIA COLUMBUS OHUS,391.42,debit,Travel,Transportation,EXPEDIA,True
[debit] UNIV BOOKSTORE DES:ACH PMT ID:L5D8LR9A56 INDN:CARDHOLDER,845.88,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[debit] POS DEBIT CITY PARKING AUTH RBZ0UU,13.38,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] POS DEBIT SAMS CLUB GR0YUU,48.24,debit,Groceries,Food & Drink,SAMS CLUB,True
[debit] OLIVE GARDEN #5094 BROOKLYN NY,71.95,debit,Dining,Food & Drink,OLIVE GARDEN,True
[debit] PEETS COFFEE*ZMKMRAWLT,4.68,debit,Coffee,Food & Drink,PEETS COFFEE,True
[debit] WALMART SUPERCENTER #5989 PHOENIX AZ,151.86,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] WAWA*HM1CD3C,55.2,debit,Gas,Transportation,WAWA,True
[debit] CAMPUS CROSSING DES:PAYMENT ID:Q1U9CALYUA INDN:CARDHOLDER,1877.63,debit,Rent,Bills & Housing,CAMPUS CROSSING,True
[debit] NOODLES AND CO ATLANTA GA,82.46,debit,Dining,Food & Drink,NOODLES AND CO,True
